id,player_name,team,position,r0_score,starting_price,hidden_price,breakeven,breakeven_to_hit_hidden_price
1005972,Milan Murdock,WCE,MID,,230000,230000,22.5935887412041,22.5935887412041
1005988,Liam Henry,STK,FWD,,529000,529000,51.9652541047694,51.9652541047694
1006013,James Peatling,ADE,MID,,815000,815000,80.059890539484,80.059890539484
1006058,Bailey Scott,NTH,MID,,469000,469000,46.0712744331509,46.0712744331509
1006087,Caleb Graham,GCS,DEF,,238000,238000,23.3794526974199,23.3794526974199
1006096,Xavier Duursma,ESS,MID,,826000,826000,81.1404534792807,81.1404534792807
1006103,Jye Caldwell,ESS,MID,,1087000,1087000,106.779265050821,106.779265050821
1006114,Bailey J. Williams,WCE,RUC/FWD,,552000,552000,54.2246129788898,54.2246129788898
1006121,Zak Butters,PTA,MID,,1047000,1047000,102.849945269742,102.849945269742
1006133,Jack Ross,RIC,MID/FWD,,767000,767000,75.3447068021892,75.3447068021892
1006136,Lachlan Sholl,ADE,MID,,761000,761000,74.7553088350274,74.7553088350274
1006143,Max King,STK,FWD,,378000,378000,37.1320719311963,37.1320719311963
1006148,Bobby Hill,COL,FWD,,483000,483000,47.4465363565285,47.4465363565285
1006152,Jordan Clark,FRE,DEF,,946000,946000,92.9284128225176,92.9284128225176
1006203,Chayce Jones,ADE,MID,,533000,533000,52.3581860828773,52.3581860828773
1006533,Riley Garcia,WBD,MID/FWD,,620000,620000,60.904456606724,60.904456606724
1007053,Billy Cootee,SYD,MID,,230000,230000,22.5935887412041,22.5935887412041
1007099,Harry Sharp,MEL,FWD,,321000,321000,31.5327912431587,31.5327912431587
1008139,Toby Bedford,GWS,MID/FWD,,589000,589000,57.8592337763878,57.8592337763878
1008154,Matthew Cottrell,CAR,MID/FWD,,611000,611000,60.0203596559812,60.0203596559812
1008183,Jack Henderson,MEL,FWD,,369000,369000,36.2479749804535,36.2479749804535
1008230,Nick Murray,ADE,DEF,,395000,395000,38.8020328381548,38.8020328381548
1008239,Joe Richards,PTA,FWD,,685000,685000,67.2896012509773,67.2896012509773
1008312,Liam Stocker,STK,DEF,,491000,491000,48.2324003127443,48.2324003127443
1008384,Riley Thilthorpe,ADE,FWD,,870000,870000,85.4627052384676,85.4627052384676
1008478,Rhyan Mansell,RIC,FWD,,613000,613000,60.2168256450352,60.2168256450352
1008510,Corey Durdin,PTA,FWD,,425000,425000,41.749022673964,41.749022673964
1008541,Kysaiah Pickett,MEL,MID/FWD,,915000,915000,89.8831899921814,89.8831899921814
1008543,Harry Schoenberg,WCE,MID,,320000,320000,31.4345582486317,31.4345582486317
1008550,Will Day,HAW,MID,,802000,802000,78.7828616106333,78.7828616106333
1008649,Mani Liddy,PTA,MID,,597000,597000,58.6450977326036,58.6450977326036
1008691,Leek Aleer,GWS,DEF,,381000,381000,37.4267709147772,37.4267709147772
1008747,Mykelti Lefau,RIC,FWD,,342000,342000,33.5956841282252,33.5956841282252
1008805,Luke Beecken,BRL,MID,,230000,230000,22.5935887412041,22.5935887412041
1008882,Charlie Ballard,GCS,DEF,,384000,384000,37.7214698983581,37.7214698983581
1008893,Harrison Petty,MEL,FWD,,505000,505000,49.607662236122,49.607662236122
1009015,Lachlan McNeil,WBD,FWD,,445000,445000,43.7136825645035,43.7136825645035
1009029,James Borlase,ADE,DEF,,379000,379000,37.2303049257232,37.2303049257232
1009191,Miles Bergman,PTA,DEF,,822000,822000,80.7475215011728,80.7475215011728
1009208,Matt Rowell,GCS,MID,,1062000,1062000,104.323440187647,104.323440187647
1009256,Hayden Young,FRE,MID,,916000,916000,89.9814229867084,89.9814229867084
1009301,Jamarra Ugle-Hagan,GCS,FWD,,458000,458000,44.9907114933542,44.9907114933542
1009378,Trent Rivers,MEL,DEF,,865000,865000,84.9715402658327,84.9715402658327
1009380,Jeremy Sharp,FRE,MID,,505000,505000,49.607662236122,49.607662236122
1009385,Deven Robertson,WCE,FWD,,232000,232000,22.790054730258,22.790054730258
1009386,Jaxon Prior,ESS,DEF,,655000,655000,64.3426114151681,64.3426114151681
1009399,Luke Jackson,FRE,RUC,,995000,995000,97.7418295543393,97.7418295543393
1009410,Brandon Walker,FRE,DEF,,439000,439000,43.1242845973417,43.1242845973417
1009420,Caleb Serong,FRE,MID,,970000,970000,95.286004691165,95.286004691165
1009528,Tom Green,GWS,MID,,1023000,1023000,100.492353401095,100.492353401095
1009551,Maurice Rioli,RIC,FWD,,435000,435000,42.7313526192338,42.7313526192338
1010174,Mitch Georgiades,PTA,FWD,,727000,727000,71.4153870211103,71.4153870211103
1011437,Harry Edwards,WCE,DEF,,432000,432000,42.4366536356529,42.4366536356529
1011558,Isaiah Dudley,FRE,FWD,,385000,385000,37.8197028928851,37.8197028928851
1011583,Lachie Jones,PTA,DEF,,452000,452000,44.4013135261923,44.4013135261923
1011640,Jason Horne-Francis,PTA,MID,,862000,862000,84.6768412822518,84.6768412822518
1011659,Tom Powell,NTH,MID,,912000,912000,89.5884910086005,89.5884910086005
1011755,Harrison Jones,ESS,MID/FWD,,523000,523000,51.3758561376075,51.3758561376075
1011771,Flynn Perez,HAW,DEF,,310000,310000,30.452228303362,30.452228303362
1011803,Cody Weightman,WBD,FWD,,449000,449000,44.1066145426114,44.1066145426114
1011839,James Blanck,HAW,DEF,,230000,230000,22.5935887412041,22.5935887412041
1011950,Ben Jepson,GCS,MID,,291000,291000,28.5858014073495,28.5858014073495
1011954,Nick Bryan,ESS,RUC,,614000,614000,60.3150586395622,60.3150586395622
1011981,Josh Worrell,ADE,DEF,,790000,790000,77.6040656763096,77.6040656763096
1011985,Hugo Ralphsmith,RIC,MID,,594000,594000,58.3503987490227,58.3503987490227
1011994,Ryan Byrnes,STK,DEF,,703000,703000,69.0577951524629,69.0577951524629
1012002,Jack Watkins,PTA,MID,,230000,230000,22.5935887412041,22.5935887412041
1012013,Nic Martin,ESS,MID/FWD,,1022000,1022000,100.394120406568,100.394120406568
1012218,Luke Pedlar,ADE,FWD,,435000,435000,42.7313526192338,42.7313526192338
1012386,Samson Ryan,RIC,RUC,,335000,335000,32.9080531665364,32.9080531665364
1012807,Sam Berry,ADE,MID,,655000,655000,64.3426114151681,64.3426114151681
1012817,Zach Reid,ESS,DEF,,791000,791000,77.7022986708366,77.7022986708366
1012819,Josh Treacy,FRE,FWD,,658000,658000,64.637310398749,64.637310398749
1012825,Jake Bowey,MEL,DEF,,907000,907000,89.0973260359656,89.0973260359656
1012826,Bailey Laurie,MEL,FWD,,274000,274000,26.9158405003909,26.9158405003909
1012828,Finlay Macrae,WCE,MID/FWD,,293000,293000,28.7822673964034,28.7822673964034
1012842,Liam McMahon,ESS,FWD,,337000,337000,33.1045191555903,33.1045191555903
1012881,Ollie Lord,PTA,FWD,,308000,308000,30.2557623143081,30.2557623143081
1013133,Braeden Campbell,SYD,FWD,,594000,594000,58.3503987490227,58.3503987490227
1013165,Andy Moniz-Wakefield,MEL,DEF,,384000,384000,37.7214698983581,37.7214698983581
1013197,Sam Banks,RIC,DEF,,831000,831000,81.6316184519156,81.6316184519156
1013220,Nathan O'Driscoll,FRE,MID,,675000,675000,66.3072713057076,66.3072713057076
1013224,Heath Chapman,FRE,DEF,,562000,562000,55.2069429241595,55.2069429241595
1013278,Reef McInnes,COL,DEF,,285000,285000,27.9964034401876,27.9964034401876
1013315,Sandy Brock,WCE,DEF,,462000,462000,45.3836434714621,45.3836434714621
1013462,Jase Burgoyne,PTA,DEF/MID,,778000,778000,76.4252697419859,76.4252697419859
1013511,Tyler Brockman,WCE,FWD,,517000,517000,50.7864581704457,50.7864581704457
1013611,Sam Sturt,FRE,FWD,,355000,355000,34.8727130570758,34.8727130570758
1013973,Matthew Owies,WCE,FWD,,460000,460000,45.1871774824081,45.1871774824081
1013974,Mark Keane,ADE,DEF,,575000,575000,56.4839718530102,56.4839718530102
1015323,Isaac Keeler,STK,FWD,,384000,384000,37.7214698983581,37.7214698983581
1015329,Billy Dowling,ADE,MID/FWD,,522000,522000,51.2776231430805,51.2776231430805
1015332,Harvey Harrison,COL,FWD,,300000,3e+05,29.4698983580923,29.4698983580923
1015370,Max Michalanney,ADE,DEF,,575000,575000,56.4839718530102,56.4839718530102
1015781,Charlie Comben,NTH,DEF,,500000,5e+05,49.1164972634871,49.1164972634871
1015810,Sam Durham,ESS,MID,,822000,822000,80.7475215011728,80.7475215011728
1015827,Nik Cox,ESS,MID,,388000,388000,38.114401876466,38.114401876466
1015862,Conor Stone,GWS,DEF,,485000,485000,47.6430023455825,47.6430023455825
1015873,Archie Perkins,ESS,FWD,,597000,597000,58.6450977326036,58.6450977326036
1015883,Tom Blamires,NTH,MID,,230000,230000,22.5935887412041,22.5935887412041
1015886,Max Heath,MEL,RUC/FWD,,376000,376000,36.9356059421423,36.9356059421423
1015919,Saad El-Hawli,ESS,MID,,450000,450000,44.2048475371384,44.2048475371384
1015929,Luke Cleary,WBD,DEF,,543000,543000,53.340516028147,53.340516028147
1016140,Wade Derksen,CAR,DEF,,230000,230000,22.5935887412041,22.5935887412041
1016189,Henry Smith,BRL,FWD,,335000,335000,32.9080531665364,32.9080531665364
1016825,Matthew Johnson,FRE,MID,,740000,740000,72.6924159499609,72.6924159499609
1017043,Judson Clarke,RIC,FWD,,230000,230000,22.5935887412041,22.5935887412041
1017051,Josh Rachele,ADE,FWD,,655000,655000,64.3426114151681,64.3426114151681
1017059,Josh Gibcus,RIC,DEF,,230000,230000,22.5935887412041,22.5935887412041
1017063,Toby Conway,GEE,RUC,,552000,552000,54.2246129788898,54.2246129788898
1017065,Zac Taylor,ADE,FWD,,429000,429000,42.1419546520719,42.1419546520719
1017078,Josh Sinn,PTA,DEF,,476000,476000,46.7589053948397,46.7589053948397
1017086,Tom Brown,RIC,DEF,,599000,599000,58.8415637216576,58.8415637216576
1017087,Harvey Gallagher,WBD,DEF,,489000,489000,48.0359343236904,48.0359343236904
1017109,Jake Soligo,ADE,MID,,868000,868000,85.2662392494136,85.2662392494136
1017114,Tyler Sonsie,RIC,MID/FWD,,604000,604000,59.3327286942924,59.3327286942924
1017118,Josh Goater,NTH,DEF,,235000,235000,23.0847537138389,23.0847537138389
1017122,Blake Howes,MEL,DEF,,459000,459000,45.0889444878812,45.0889444878812
1017128,Dante Visentini,PTA,RUC,,539000,539000,52.9475840500391,52.9475840500391
1017255,Francis Evans,CAR,FWD,,616000,616000,60.5115246286161,60.5115246286161
1017493,Caleb Lewis,GCS,FWD,,230000,230000,22.5935887412041,22.5935887412041
1017700,Jesse Motlop,CAR,FWD,,533000,533000,52.3581860828773,52.3581860828773
1017703,Judd McVee,FRE,DEF,,571000,571000,56.0910398749023,56.0910398749023
1017718,Rhett Bazzo,WCE,DEF,,449000,449000,44.1066145426114,44.1066145426114
1017720,Jacob van Rooyen,MEL,FWD,,563000,563000,55.3051759186865,55.3051759186865
1017754,Patrick Voss,FRE,FWD,,575000,575000,56.4839718530102,56.4839718530102
1017757,William Edwards,SYD,DEF,,230000,230000,22.5935887412041,22.5935887412041
1017939,Ryley Sanders,WBD,MID/FWD,,694000,694000,68.1736982017201,68.1736982017201
1017959,Lance Collard,STK,FWD,,286000,286000,28.0946364347146,28.0946364347146
1018123,Jake Rogers,GCS,FWD,,362000,362000,35.5603440187647,35.5603440187647
1018323,Thomas Edwards,ESS,FWD,,319000,319000,31.3363252541048,31.3363252541048
1018335,Brayden Cook,ADE,MID/FWD,,344000,344000,33.7921501172791,33.7921501172791
1018424,Corey Warner,SYD,MID/FWD,,519000,519000,50.9829241594996,50.9829241594996
1018433,Tylar Young,WCE,DEF,,558000,558000,54.8140109460516,54.8140109460516
1018987,Jayden Nguyen,ESS,DEF,,314000,314000,30.8451602814699,30.8451602814699
1018992,Lucca Grego,WCE,DEF,,429000,429000,42.1419546520719,42.1419546520719
1018996,Thomas Sims,RIC,FWD,,393000,393000,38.6055668491009,38.6055668491009
1019038,Aaron Cadman,GWS,FWD,,623000,623000,61.1991555903049,61.1991555903049
1019916,Kane McAuliffe,RIC,MID,,656000,656000,64.4408444096951,64.4408444096951
1019938,Logan Evans,PTA,DEF,,518000,518000,50.8846911649726,50.8846911649726
1020057,Harry Barnett,WCE,RUC,,230000,230000,22.5935887412041,22.5935887412041
1020104,Jakob Ryan,COL,DEF,,230000,230000,22.5935887412041,22.5935887412041
1020250,Neil Erasmus,FRE,MID,,596000,596000,58.5468647380766,58.5468647380766
1020371,Jack Williams,WCE,FWD,,485000,485000,47.6430023455825,47.6430023455825
1020594,Jye Amiss,FRE,FWD,,430000,430000,42.2401876465989,42.2401876465989
1020650,Darcy Jones,GWS,FWD,,651000,651000,63.9496794370602,63.9496794370602
1020668,Joshua Draper,FRE,DEF,,330000,330000,32.4168881939015,32.4168881939015
1020670,Elijah Hewett,WCE,MID,,639000,639000,62.7708835027365,62.7708835027365
1020802,Jai Culley,MEL,MID,,514000,514000,50.4917591868647,50.4917591868647
1020877,Flynn Young,CAR,FWD,,450000,450000,44.2048475371384,44.2048475371384
1020881,Oliver Wiltshire,GEE,FWD,,275000,275000,27.0140734949179,27.0140734949179
1020887,Paddy Cross,MEL,FWD,,230000,230000,22.5935887412041,22.5935887412041
1020930,Zac Banch,NTH,FWD,,271000,271000,26.62114151681,26.62114151681
1020950,Toby Murray,ADE,FWD,,230000,230000,22.5935887412041,22.5935887412041
1020959,Daniel Turner,MEL,DEF,,610000,610000,59.9221266614543,59.9221266614543
1020968,Jackson Archer,NTH,DEF,,363000,363000,35.6585770132916,35.6585770132916
1020979,Cooper Harvey,NTH,FWD,,442000,442000,43.4189835809226,43.4189835809226
1021013,Ned Moyle,GCS,RUC,,643000,643000,63.1638154808444,63.1638154808444
1021015,Karl Worner,FRE,DEF,,579000,579000,56.8769038311181,56.8769038311181
1021031,Luke Nankervis,ADE,MID,,616000,616000,60.5115246286161,60.5115246286161
1021108,James Tunstill,BRL,MID,,254000,254000,24.9511806098514,24.9511806098514
1021200,Lachlan McAndrew,ADE,RUC,,286000,286000,28.0946364347146,28.0946364347146
1021353,Lachlan Cowan,CAR,DEF,,665000,665000,65.3249413604379,65.3249413604379
1022371,Tom Cochrane,PTA,FWD,,265000,265000,26.0317435496482,26.0317435496482
1022383,Liam Fawcett,RIC,FWD,,230000,230000,22.5935887412041,22.5935887412041
1022410,William McCabe,HAW,DEF,,230000,230000,22.5935887412041,22.5935887412041
1022447,Tyler Welsh,ADE,FWD,,230000,230000,22.5935887412041,22.5935887412041
1022452,Lucas Camporeale,CAR,MID,,365000,365000,35.8550430023456,35.8550430023456
1022473,Bodie Ryan,HAW,DEF,,230000,230000,22.5935887412041,22.5935887412041
1022486,Jacob Newton,WCE,FWD,,230000,230000,22.5935887412041,22.5935887412041
1022601,Benny Barrett,PTA,MID,,230000,230000,22.5935887412041,22.5935887412041
1022607,Sid Draper,ADE,MID/FWD,,307000,307000,30.1575293197811,30.1575293197811
1022614,Noah Howes,COL,FWD,,230000,230000,22.5935887412041,22.5935887412041
1022677,Latrelle Pickett,MEL,FWD,,306000,306000,30.0592963252541,30.0592963252541
1022844,Oscar Steene,COL,RUC/FWD,,230000,230000,22.5935887412041,22.5935887412041
1022927,Hugh Davies,FRE,DEF,,230000,230000,22.5935887412041,22.5935887412041
1022999,Kaleb Smith,RIC,DEF,,418000,418000,41.0613917122752,41.0613917122752
1023017,Jedd Busslinger,WBD,DEF,,348000,348000,34.185082095387,34.185082095387
1023025,Reuben Ginbey,WCE,DEF,,578000,578000,56.7786708365911,56.7786708365911
1023047,Jaren Carr,FRE,FWD,,230000,230000,22.5935887412041,22.5935887412041
1023056,Steely Green,RIC,FWD,,381000,381000,37.4267709147772,37.4267709147772
1023142,Tyrell Dewar,WCE,DEF/MID,,504000,504000,49.509429241595,49.509429241595
1023144,Robert Hansen Jr,NTH,MID/FWD,,348000,348000,34.185082095387,34.185082095387
1023167,Brady Hough,WCE,DEF/MID,,673000,673000,66.1108053166536,66.1108053166536
1023174,Jed Adams,MEL,DEF,,230000,230000,22.5935887412041,22.5935887412041
1023275,Seth Campbell,RIC,FWD,,613000,613000,60.2168256450352,60.2168256450352
1023477,George Wardlaw,NTH,MID,,713000,713000,70.0401250977326,70.0401250977326
1023482,Cam Mackenzie,HAW,MID,,656000,656000,64.4408444096951,64.4408444096951
1023486,Matthew Jefferson,MEL,FWD,,274000,274000,26.9158405003909,26.9158405003909
1023487,Lewis Hayes,ESS,DEF,,398000,398000,39.0967318217357,39.0967318217357
1023489,Hudson O'Keeffe,CAR,FWD,,342000,342000,33.5956841282252,33.5956841282252
1023492,Harley Reid,WCE,MID,,700000,7e+05,68.763096168882,68.763096168882
1023494,Zane Duursma,NTH,DEF/FWD,,325000,325000,31.9257232212666,31.9257232212666
1023496,Noah Long,WCE,FWD,,359000,359000,35.2656450351837,35.2656450351837
1023515,Archie Roberts,ESS,DEF,,901000,901000,88.5079280688038,88.5079280688038
1023518,Harry Sheezel,NTH,MID/FWD,,1145000,1145000,112.476778733385,112.476778733385
1023530,Jacob Konstanty,NTH,FWD,,457000,457000,44.8924784988272,44.8924784988272
1023534,Hugh Bond,ADE,DEF,,313000,313000,30.7469272869429,30.7469272869429
1023544,Brayden George,NTH,FWD,,230000,230000,22.5935887412041,22.5935887412041
1023625,Riley Hardeman,NTH,DEF,,504000,504000,49.509429241595,49.509429241595
1023640,Koltyn Tholstrup,MEL,FWD,,555000,555000,54.5193119624707,54.5193119624707
1023680,Henry Hustwaite,HAW,MID,,443000,443000,43.5172165754496,43.5172165754496
1023681,George Stevens,GEE,MID,,419000,419000,41.1596247068022,41.1596247068022
1023736,Jed Walter,GCS,FWD,,397000,397000,38.9984988272088,38.9984988272088
1023743,Nicholas Madden,GWS,RUC,,525000,525000,51.5723221266615,51.5723221266615
1023744,Angus Anderson,COL,MID,,230000,230000,22.5935887412041,22.5935887412041
1023785,Elijah Tsatas,ESS,MID,,444000,444000,43.6154495699766,43.6154495699766
1024023,Daniel Curtin,ADE,MID,,684000,684000,67.1913682564504,67.1913682564504
1024057,Caiden Cleary,SYD,FWD,,495000,495000,48.6253322908522,48.6253322908522
1024173,Aidan Johnson,MEL,FWD,,275000,275000,27.0140734949179,27.0140734949179
1024187,Reece Torrent,BRL,MID,,230000,230000,22.5935887412041,22.5935887412041
1024188,Clay Hall,WCE,MID,,577000,577000,56.6804378420641,56.6804378420641
1024272,Colby McKercher,NTH,DEF,,823000,823000,80.8457544956998,80.8457544956998
1024304,Mitchell Edwards,GEE,RUC,,230000,230000,22.5935887412041,22.5935887412041
1024337,Luker Kentfield,MEL,FWD,,230000,230000,22.5935887412041,22.5935887412041
1024685,Patrick Snell,SYD,DEF/FWD,,230000,230000,22.5935887412041,22.5935887412041
1026974,Noah Roberts-Thomson,RIC,MID,,230000,230000,22.5935887412041,22.5935887412041
1026983,Harley Barker,GEE,MID,,258000,258000,25.3441125879593,25.3441125879593
1027006,Jacob Molier,GEE,RUC,,230000,230000,22.5935887412041,22.5935887412041
1027011,Alex Dodson,STK,FWD,,230000,230000,22.5935887412041,22.5935887412041
1027099,Samuel Cumming,RIC,MID,,326000,326000,32.0239562157936,32.0239562157936
1027145,Matthew LeRay,HAW,MID,,230000,230000,22.5935887412041,22.5935887412041
1027155,Charlie Nicholls,FRE,FWD,,230000,230000,22.5935887412041,22.5935887412041
1027168,Dyson Sharp,ESS,MID,,302000,302000,29.6663643471462,29.6663643471462
1027282,Ben Camporeale,CAR,MID,,230000,230000,22.5935887412041,22.5935887412041
1027284,Angus Clarke,ESS,DEF/MID,,653000,653000,64.1461454261142,64.1461454261142
1027311,Harrison Ramm,PTA,DEF,,268000,268000,26.3264425332291,26.3264425332291
1027367,Zane Peucker,RIC,MID/FWD,,230000,230000,22.5935887412041,22.5935887412041
1027382,Charlie West,COL,FWD,,230000,230000,22.5935887412041,22.5935887412041
1027406,Ned Bowman,SYD,FWD,,230000,230000,22.5935887412041,22.5935887412041
1027428,Jay Polkinghorne,GEE,FWD,,230000,230000,22.5935887412041,22.5935887412041
1027656,Cooper Simpson,FRE,DEF,,340000,340000,33.3992181391712,33.3992181391712
1027659,Riak Andrew,SYD,DEF,,230000,230000,22.5935887412041,22.5935887412041
1027673,Harry DeMattia,COL,MID,,230000,230000,22.5935887412041,22.5935887412041
1027678,Billy Wilson,CAR,DEF,,421000,421000,41.3560906958561,41.3560906958561
1027687,Tom Hanily,SYD,FWD,,327000,327000,32.1221892103206,32.1221892103206
1027693,Archer Reid,WCE,FWD,,375000,375000,36.8373729476153,36.8373729476153
1027701,Max Knobel,GCS,RUC,,230000,230000,22.5935887412041,22.5935887412041
1027702,Lachlan Smith,WBD,RUC,,230000,230000,22.5935887412041,22.5935887412041
1027821,Caleb Windsor,MEL,DEF,,565000,565000,55.5016419077404,55.5016419077404
1027834,Iliro Smit,COL,RUC,,230000,230000,22.5935887412041,22.5935887412041
1027844,Tobyn Murray,FRE,FWD,,230000,230000,22.5935887412041,22.5935887412041
1027854,Joe Pike,GEE,RUC,,230000,230000,22.5935887412041,22.5935887412041
1027870,Tom Anastasopoulos,PTA,FWD,,230000,230000,22.5935887412041,22.5935887412041
1027872,Angus Hastie,STK,DEF,,379000,379000,37.2303049257232,37.2303049257232
1027887,Ewan Mackinlay,PTA,MID,,574000,574000,56.3857388584832,56.3857388584832
1027893,Oscar Ryan,ADE,DEF,,230000,230000,22.5935887412041,22.5935887412041
1027899,Nate Caddy,ESS,FWD,,562000,562000,55.2069429241595,55.2069429241595
1027901,William Green,SYD,RUC,,230000,230000,22.5935887412041,22.5935887412041
1027964,Matthew Carroll,CAR,DEF,,519000,519000,50.9829241594996,50.9829241594996
1027965,Max Ramsden,HAW,FWD,,458000,458000,44.9907114933542,44.9907114933542
1027966,Vigo Visentini,ESS,RUC,,395000,395000,38.8020328381548,38.8020328381548
1027969,Harvey Johnston,WCE,DEF,,230000,230000,22.5935887412041,22.5935887412041
1027971,Toby McMullin,GWS,MID,,443000,443000,43.5172165754496,43.5172165754496
1027985,Luke Lloyd,BRL,FWD,,230000,230000,22.5935887412041,22.5935887412041
1027990,Ollie Murphy,FRE,DEF,,230000,230000,22.5935887412041,22.5935887412041
1028105,Shadeau Brain,BRL,DEF,,275000,275000,27.0140734949179,27.0140734949179
1028196,Lachlan Blakiston,ESS,DEF,,399000,399000,39.1949648162627,39.1949648162627
1028228,Aiden Riddle,FRE,RUC,,230000,230000,22.5935887412041,22.5935887412041
1028449,Bo Allan,WCE,DEF,,246000,246000,24.1653166536357,24.1653166536357
1028485,Oliver Hannaford,GWS,MID/FWD,,230000,230000,22.5935887412041,22.5935887412041
1028491,Sam Lalor,RIC,FWD,,567000,567000,55.6981078967944,55.6981078967944
1028495,Finn O'Sullivan,NTH,DEF/MID,,564000,564000,55.4034089132135,55.4034089132135
1028496,Harry Charleson,CAR,DEF/MID,,230000,230000,22.5935887412041,22.5935887412041
1028498,Jonty Faull,RIC,FWD,,370000,370000,36.3462079749805,36.3462079749805
1028513,Murphy Reid,FRE,FWD,,581000,581000,57.073369820172,57.073369820172
1028514,Patrick Said,STK,MID/FWD,,230000,230000,22.5935887412041,22.5935887412041
1028519,Zak Johnson,ESS,DEF,,513000,513000,50.3935261923378,50.3935261923378
1028520,Sam Marshall,BRL,MID,,439000,439000,43.1242845973417,43.1242845973417
1028521,Luke Trainor,RIC,DEF,,576000,576000,56.5822048475372,56.5822048475372
1028525,Harry Armstrong,RIC,FWD,,319000,319000,31.3363252541048,31.3363252541048
1028526,Harry O'Farrell,CAR,DEF,,434000,434000,42.6331196247068,42.6331196247068
1028529,Joe Berry,PTA,FWD,,415000,415000,40.7666927286943,40.7666927286943
1028531,Xavier Lindsay,MEL,MID,,550000,550000,54.0281469898358,54.0281469898358
1028537,Jasper Alger,RIC,FWD,,230000,230000,22.5935887412041,22.5935887412041
1028538,Tobie Travaglia,STK,DEF/MID,,479000,479000,47.0536043784207,47.0536043784207
1028539,Jack Ough,GWS,MID,,230000,230000,22.5935887412041,22.5935887412041
1028541,Asher Eastham,GCS,FWD,,230000,230000,22.5935887412041,22.5935887412041
1028545,James Barrat,STK,DEF/FWD,,230000,230000,22.5935887412041,22.5935887412041
1028546,Harvey Langford,MEL,MID,,658000,658000,64.637310398749,64.637310398749
1028547,Matt Whitlock,NTH,DEF/FWD,,230000,230000,22.5935887412041,22.5935887412041
1028551,Wil Dawson,NTH,DEF,,380000,380000,37.3285379202502,37.3285379202502
1028554,Isaac Kako,ESS,FWD,,493000,493000,48.4288663017983,48.4288663017983
1028561,Tom Gross,WCE,MID/FWD,,344000,344000,33.7921501172791,33.7921501172791
1028562,Harrison Oliver,GWS,DEF,,230000,230000,22.5935887412041,22.5935887412041
1028563,Christian Moraes,PTA,MID,,497000,497000,48.8217982799062,48.8217982799062
1028566,Cody Anderson,HAW,MID,,230000,230000,22.5935887412041,22.5935887412041
1028572,Josh Smillie,RIC,MID,,230000,230000,22.5935887412041,22.5935887412041
1028643,Noah Mraz,HAW,DEF,,230000,230000,22.5935887412041,22.5935887412041
1028671,Charlie Edwards,ADE,DEF/MID,,230000,230000,22.5935887412041,22.5935887412041
1028725,Cooper Duff-Tytler,WCE,RUC/FWD,,338000,338000,33.2027521501173,33.2027521501173
1029000,Joel Cochran,COL,DEF,,230000,230000,22.5935887412041,22.5935887412041
1029015,Max King,SYD,FWD,,230000,230000,22.5935887412041,22.5935887412041
1029046,Riley Hamilton,GWS,MID/FWD,,230000,230000,22.5935887412041,22.5935887412041
1029065,Cooper Bell,GCS,DEF/FWD,,230000,230000,22.5935887412041,22.5935887412041
1029084,Archer May,ESS,FWD,,490000,490000,48.1341673182174,48.1341673182174
1029136,Malakai Champion,WCE,FWD,,230000,230000,22.5935887412041,22.5935887412041
1029158,Xavier Walsh,PTA,FWD,,230000,230000,22.5935887412041,22.5935887412041
1029159,Kayle Gerreyn,ESS,RUC,,230000,230000,22.5935887412041,22.5935887412041
1029211,Ricky Mentha,MEL,DEF/FWD,,230000,230000,22.5935887412041,22.5935887412041
1029261,Bailey Macdonald,HAW,DEF,,230000,230000,22.5935887412041,22.5935887412041
1029262,Will Lorenz,PTA,MID,,437000,437000,42.9278186082877,42.9278186082877
1029265,Archer Day-Wicks,ESS,FWD,,294000,294000,28.8805003909304,28.8805003909304
1029281,Luke Urquhart,NTH,MID,,230000,230000,22.5935887412041,22.5935887412041
1029304,Lachlan Gulbin,GCS,FWD,,383000,383000,37.6232369038311,37.6232369038311
1029307,Jai Murray,GCS,MID,,286000,286000,28.0946364347146,28.0946364347146
1029326,Daniel Annable,BRL,MID,,330000,330000,32.4168881939015,32.4168881939015
1029405,Will McLachlan,BRL,FWD,,230000,230000,22.5935887412041,22.5935887412041
1029416,Ryan Maric,WCE,DEF,,789000,789000,77.5058326817827,77.5058326817827
1029589,Jesse Dattoli,SYD,FWD,,273000,273000,26.817607505864,26.817607505864
1029603,Mitch Zadow,PTA,FWD,,230000,230000,22.5935887412041,22.5935887412041
1030308,Hussien El Achkar,ESS,FWD,,230000,230000,22.5935887412041,22.5935887412041
1030311,Adam Sweid,FRE,MID,,254000,254000,24.9511806098514,24.9511806098514
1030438,Avery Thomas,GCS,DEF,,242000,242000,23.7723846755278,23.7723846755278
1030442,Zac McCarthy,COL,RUC/FWD,,230000,230000,22.5935887412041,22.5935887412041
1031492,Aidan Schubert,HAW,RUC/FWD,,262000,262000,25.7370445660672,25.7370445660672
1031506,Taylor Goad,NTH,RUC,,230000,230000,22.5935887412041,22.5935887412041
1031718,Blake Thredgold,NTH,DEF,,250000,250000,24.5582486317436,24.5582486317436
1031747,Mitchell Marsh,ADE,FWD,,266000,266000,26.1299765441751,26.1299765441751
1031792,Finnbar Maley,ADE,FWD,,341000,341000,33.4974511336982,33.4974511336982
1031829,James Trezise,RIC,MID,,487000,487000,47.8394683346364,47.8394683346364
